_id,title,capacity,legal_status,prixMin,coordinates.street,coordinates.postcode,coordinates.deptcode,,coordinates.deptname,coordinates.city,coordinates.phone,coordinates.emailContact,coordinates.gestionnaire,coordinates.website
13176,EHPAD Les Portes du Luberon,80,Privé commercial,2930.1,2 avenue de la gare,84000,84,84,VAUCLUSE,AVIGNON,04 90 16 51 00,lesportesduluberon@orpea.net,Orpéa,
13177,EHPAD Les Sereins,60,Privé commercial,2635.8,149 rue des Ecoles,84460,84,84,VAUCLUSE,CHEVAL BLANC,04 90 76 37 77,dir-sereins-cheval-blanc@domusvi.com,Domusvi,http://www.lessereins.com/
13127,EHPAD Maison Saint-Vincent,80,Privé non lucratif,2343.3000000000002,25 Chemin de la Paix,84350,84,84,VAUCLUSE,COURTHEZON,04 90 70 70 94,,Association Maison St Vincent,http://www.ehpadsaintvincent.fr
13121,EHPAD Notre-Dame de la Ferrage la Tour d'Aigues,90,Privé non lucratif,2108.1000000000004,401 route de Mirabeau,84240,84,84,VAUCLUSE,LA TOUR D AIGUES,04 90 07 43 60,nd.ferrage@ndferrage.fr,Association Ntre Dame de la Ferrage,http://ndferrage.fr/ehpad
13105,EHPAD Prosper Mathieu,85,Public,1892.6999999999998,21 chemin des Garrigues,84230,84,84,VAUCLUSE,CHATEAUNEUF DU PAPE,04 90 83 71 57,direction@residenceprospermathieu.fr,Residence Prosper Mathieu,http://www.prosper-mathieu.com
13122,EHPAD Raoul Rose,78,Privé commercial,2254.4999999999995,3 rue de Bretagne,84100,84,84,VAUCLUSE,ORANGE,04 90 34 30 82,sec-raoulrose-orange@ehpad-sedna.fr,SAS Sedna France,https://www.ehpad-raoulrose.fr/
13213,EHPAD Roquefraîche,33,Public,1656.6,Route de Roquefraiche SITE DE ROQUEFRAICHE,84360,84,84,VAUCLUSE,LAURIS,04 90 08 71 00,secret.dir@ch-cavaillon.fr,CHI Cavaillon Lauris,
13144,EHPAD Résidence Beau Soleil,53,Privé non lucratif,1890.6000000000001,38 bis impasse Beau-soleil,84600,84,84,VAUCLUSE,VALREAS,04 90 35 52 12,contact@beau-soleil.org,Association du Foyer Residence 3 Age Valreas,
13102,EHPAD Résidence Christian Gonnet,58,Public,1989.3000000000002,64 Route d'Aubignan,84190,84,84,VAUCLUSE,BEAUMES DE VENISE,04 90 62 94 82,administration@ehpad-beaumesdevenise.fr,MRP St Louis,http://www.ehpad-beaumesdevenise.com/
13173,EHPAD Résidence Le Pommerol,80,Privé commercial,3155.4,Rue Alphonse Daudet,84110,84,84,VAUCLUSE,VAISON LA ROMAINE,04 90 28 82 28,pommerol@orpea.net,Orpéa,http://www.orpea.com/maison-de-retraite-pommerol-vaison-la-romaine-84
13103,EHPAD Résidence Les Sept rivières,98,Public,1994.4,241 rue des Eglantiers,84370,84,84,VAUCLUSE,BEDARRIDES,04 90 33 04 66,accueil@ehpad7rivieres.fr,EHPAD les Sept Rivieres,http://www.ville-bedarrides.com/fr/33/la-maison-de-retraite
13174,EHPAD Résidence Saint-André,80,Privé non lucratif,2287.5,Place Saint Andre,84310,84,84,VAUCLUSE,MORIERES LES AVIGNON,04 90 32 75 00,accueil@res-saintandre.fr,AMDAS,https://www.coallia.org/etablissement/medico-social-residence-saint-andre/
13179,EHPAD Résidence Saint-Louis,112,Privé commercial,2913.8999999999996,106 rue Romuald Guillemet,84200,84,84,VAUCLUSE,CARPENTRAS,04 90 63 86 00,saint-louis-carpentras@domusvi.com,SA Residence St Louis,http://www.residencestlouis.com
13157,EHPAD Résidence Saint-Roch,30,Privé commercial,2227.5,333 Avenue Marechal Leclerc,84120,84,84,VAUCLUSE,PERTUIS,04 90 79 32 81,contact@residence-saint-roch.fr,Residence St Roch,http://www.residence-saint-roch.fr
13180,EHPAD Résidence du Pays d'Aigues,45,Privé non lucratif,2148,152 boulevard de la République,84240,84,84,VAUCLUSE,LA TOUR D AIGUES,04 90 07 43 40,catherine.saint-michel@fondationpartageetvie.org,Fondation Caisse d'Épargne Solidarité,http://www.fondationpartageetvie.org
13128,EHPAD Villa Bethanie Avignon,31,Privé non lucratif,2100,90 route de Tarascon,84000,84,84,VAUCLUSE,AVIGNON,04 90 14 23 70,bethanie@ada-pa.fr,ADAPA,http://www.villa-bethanie-avignon.fr
13100,EHPAD de Cadenet,90,Public,1960.8,9 rue Voltaire,84160,84,84,VAUCLUSE,CADENET,04 90 68 00 20,ehpad.cadenet.direction@orange.fr,Maison de Retraite Publique de Cadenet,
13212,EHPAD du Centre hospitalier Orange,30,Public,1847.3999999999999,Avenue de Lavoisier CS 20184,84100,84,84,VAUCLUSE,ORANGE,04 90 11 23 50,direction@ch-orange.fr,CH Louis Giorgi d'Orange,https://www.ch-orange.fr/le-pole-geriatrie/unite-de-soins-de-longue-duree-usld-et-etablissement-dhebergement-pour-les
13141,EHPAD du Centre hospitalier de Bollène,93,Public,2042.9999999999998,5 rue Alexandre-Blanc,84500,84,84,VAUCLUSE,BOLLENE,04 90 40 50 60,accueil@hl-bollene.fr,Centre hospitalier Pasteur,
13185,EHPAD du Centre hospitalier de Cavaillon,99,Public,1695.6000000000001,119 avenue Georges-Clemenceau CS 50157,84300,84,84,VAUCLUSE,CAVAILLON,04 90 78 85 00,secret.dir@ch-cavaillon.fr,Centre hospitalier de Cavaillon,
13143,EHPAD du Centre hospitalier de Sault,42,Public,1769.1,Route des Cartouses,84390,84,84,VAUCLUSE,SAULT,04 90 64 19 00,secretariat@hl-sault.fr,Centre Hospitalier de Sault,
13182,EHPAD du Centre hospitalier de l'Isle-sur-La-Sorgue,163,Public,1986.9,Place des Frères-Brun CS 30002,84800,84,84,VAUCLUSE,L ISLE SUR LA SORGUE,04 90 21 34 00,secretariat@hopital-islesursorgue.fr,Centre Hospitalier Isles Sur la Sorgue,
13115,EHPAD public Anne de Ponte,60,Public,2015.6999999999998,74 Rue Paul Roux,84260,84,84,VAUCLUSE,SARRIANS,04 90 65 41 44,admin@adep84.fr,Maison de Retraite Pub de Sarrian,http://residenceannedeponte.e-monsite.com/
13111,EHPAD public de Piolenc,40,Public,1971.9,93 rue henri-clément,84420,84,84,VAUCLUSE,PIOLENC,04 90 29 45 00,mrpiolenc@ch-orange.fr,M.R. Publique l'Ensouleiado,
13211,Foyer logement Le Clos des Lavandes,72,Privé non lucratif,2014.4999999999998,Avenue Jean-Bouin,84800,84,84,VAUCLUSE,L ISLE SUR LA SORGUE,04 90 20 61 70,residenceleclosdeslavandes@wanadoo.fr,Association le Clos des Lavandes,
21675,Foyer-Logement Crillon,56,Privé non lucratif,1110,226 rue de la république,84210,84,84,VAUCLUSE,PERNES LES FONTAINES,04 90 61 43 00,pernes@vallisclausa.com,Association Vallis Clausa,http://www.vallisclausa.com/
21661,Foyer-Logement Du troisième Age,38,Public,759.19,Cours Maréchal Leclerc,84270,84,84,VAUCLUSE,VEDENE,04 90 31 24 35,rpp@ccasvedene.fr,CCAS de Vedene,http://www.mairie-vedene.fr
21669,Foyer-Logement Francois-Rustin,90,Public,874.51,Pl des Martyrs de la Resistance,84400,84,84,VAUCLUSE,APT,04 90 78 51 00,foyerlogementrustin@orange.fr,CCAS d'Apt,http://www.apt.fr/Le-Foyer-Logement-Francois-Rustin.html?retour=back
21659,Foyer-Logement La Sereno,82,Privé non lucratif,715.2,Rue Albert-Richier,84110,84,84,VAUCLUSE,VAISON LA ROMAINE,04 90 36 04 20,lasereno@wanadoo.fr,Association la Sereno,http://foyerlogementlasereno.over-blog.com
21653,Foyer-Logement Le Clos de la Jarretiere,68,Privé non lucratif,792.67,16 rue Corot,84000,84,84,VAUCLUSE,AVIGNON,04 90 31 03 17,f.logmtclosjarretiere@orange.fr,Association la Maison Paisible,
21681,Foyer-Logement Le Ronquet,77,Public,884.7,350 rue du Ronquet,84700,84,84,VAUCLUSE,SORGUES,04 90 39 22 50,direction.leronquet@sorgues.fr,Centre communal d'action sociale (CCAS),
21657,Foyer-Logement Les floralies,70,Public,878.1,1 Allée des Floralies,84130,84,84,VAUCLUSE,LE PONTET,04 90 31 22 53,direction@les-floralies84.org,Centre Communal d'Action Sociale – CCAS,
21677,Foyer-Logement Maisons du soleil,70,Privé non lucratif,,126 chemin du Petit cros,84120,84,84,VAUCLUSE,PERTUIS,04 90 79 19 02,pertuis@vallisclausa.com,Association Vallis Clausa,http://www.vallisclausa.com
21667,Foyer-Résidence Alphonse-Daudet,90,Public,647.28,639 rue Alphonse-Daudet,84500,84,84,VAUCLUSE,BOLLENE,04 90 30 17 64,,CCAS de Bollene,http://www.ville-bollene.fr
21651,Foyer-Résidence Le clos du noyer,80,Privé non lucratif,739.35,36 chemin du pont des 2 eaux,84000,84,84,VAUCLUSE,AVIGNON,04 90 87 15 52,f.logmtclosnoyer@orange.fr,Association la Maison Paisible,
21673,Foyer-Résidence Saint-Martin,45,Privé non lucratif,807.9,358 cours Sadi Carnot,84300,84,84,VAUCLUSE,CAVAILLON,04 90 71 73 55,foyerlogement.stmartin@laposte.net,Association Foyer Resid. St Martin,http://www.foyerlogementstmartin84.org
21671,La maison sans souci Joseph-Gontier,57,Privé non lucratif,534.44000000000005,49 boulevard d'Avignon,84170,84,84,VAUCLUSE,MONTEUX,04 90 66 83 83,chantalsagnes@wanadoo.fr,Association Associationurant Gestion du Foyer,http://www.foyerlogement-gontier.fr/
91851,MAISON DE RETRAITE DOMAINE DE GUERRE,18,Privé non lucratif,,,84700,84,84,VAUCLUSE,SORGUES,04 90 83 31 14,,ASSOC STE MAXIME,
13202,Maison Jean Touraille,17,Privé non lucratif,,615 chemin des Petits-Rougiers,84130,84,84,VAUCLUSE,LE PONTET,04 32 74 17 84,maisonjeantouraille@gmail.com,Association la Maison Jean Touraille,http://www.francealzheimer.org/association-locale/vaucluse/279
13178,Maison de retraite privée Orpea Les Chesnaies,80,Privé commercial,3087.2999999999997,107 Rue Colbert,84200,84,84,VAUCLUSE,CARPENTRAS,04 90 60 22 55,s.chauvet@orpea.net,Orpéa,http://www.orpea.com/maison-de-retraite-les-chesnaies-carpentras-84
21679,Résidence autonomie Village Luberon Château,40,Privé non lucratif,956.35,526 Avenue des Cordiers,84400,84,84,VAUCLUSE,GARGAS,04 90 74 32 32,direction@vlcgargas.fr,Association Village Luberon le Château,http://www.foyerlogement-luberon.fr
21655,Résidence du Quisan,133,Privé non lucratif,1100,694 chemin des aires,84210,84,84,VAUCLUSE,VENASQUE,04 90 66 03 16,contact@quinsan.fr,Association du Quinsan,http://quinsan.fr/
13142,Section Maison de retraite du Centre hospitalier de Gordes,75,Public,1905.3000000000002,2 route de Murs,84220,84,84,VAUCLUSE,GORDES,04 90 72 72 00,secretariatdirection@hl-gordes.fr,Centre Hospitalier de Gordes,
13137,Soins Longue Durée (SLD) - Centre hospitalier du Pays d'Apt,0,Public,,Avenue Philippe-de-Girard,84400,84,84,VAUCLUSE,APT,04 90 04 33 00,dir.apt@chapt.fr,Centre Hospitalier du Pays d'Apt,http://www.ch-apt.fr/Services/5/17
13169,USLD Centre hospitalier de Carpentras,0,Public,,24 rond point de l'Amitié BP 263,84200,84,84,VAUCLUSE,CARPENTRAS,04 32 85 88 67,direction@ch-carpentras.fr,Centre Hospitalier de Carpentras,http://www.ch-carpentras.fr/servusld.html
13181,USLD Le village du Centre hospitalier d'Avignon Henri-Duffau,10,Public,,305 rue Raoul-Follereau,84000,84,84,VAUCLUSE,AVIGNON,04 32 75 33 33,direction@ch-avignon.fr,CH d'Avignon Henri Duffaut,
13139,USLD Site Pertuis,0,Public,,Rue de Croze,84120,84,84,VAUCLUSE,PERTUIS,04 90 09 42 42,direction@ch-pertuis.fr,CHI Aix Pertuis,
13195,USLD du Centre hospitalier de Cavaillon,0,Public,,119 avenue Georges-Clémenceau BP 50157,84300,84,84,VAUCLUSE,CAVAILLON,04 90 78 85 00,secret.dir@ch-cavaillon.fr,Centre hospitalier de Cavaillon,
74779,Accueil de jour AMAD de Saint-Gilles Croix de vie,6,Privé non lucratif,,1 allée Caillaude,85800,85,85,VENDEE,ST GILLES CROIX DE VIE,02 51  5 43 33,a.m.a.d@wanadoo.fr,Association de maintien à domicile de St-Gilles Croix de vie,http://www.udamad.fr/accueil-de-jour/accueil-de-jour-2.htm
13333,Accueil de jour Les Huttiers,10,Privé non lucratif,,71 rue de la Treille,85420,85,85,VENDEE,MAILLEZAIS,02 51 87 25 18,admrssiadmaillezais@wanadoo.fr,ADMR de Maillezais,
13348,Accueil de jour Les Mots bleus,12,Privé commercial,,6 rue du Fromenteau,85600,85,85,VENDEE,LA GUYONNIERE,02 51 24 23 54,,SARL Les Mots Bleus,
91303,Accueil de jour Sadapa,10,Privé non lucratif,,15 rue Proudhon,85000,85,85,VENDEE,LA ROCHE SUR YON,02 51 36 12 29,sadapa.rsy@wanadoo.fr,Association Sadapa,http://www.udamad.fr/accueil-de-jour/sadapa---la-roCHe-sur-yon.htm
13437,Centre d'hébergement temporaire de Saint-Gilles,24,Privé non lucratif,,1 Allée de la Caillaude,85800,85,85,VENDEE,ST GILLES CROIX DE VIE,02 51 54 33 33,amad@amad85.com,ADAMAD,
13448,Centre hébergement temporaire du Sadapa,22,Privé non lucratif,,15 rue Proudhon,85000,85,85,VENDEE,LA ROCHE SUR YON,02 51 36 12 29,sadapa.rsy@wanadoo.fr,Association Sadapa,
91613,EHPA - résidence L'entracte,14,Public,,25 rue de la Gazonnière,85300,85,85,VENDEE,CHALLANS,02 51 49 79 79,direction-residenceguillonneau@challans.fr,Centre Communal d'Action Sociale – CCAS,
21727,EHPA Maison d'accueil familiale Marie-Claude Mignet,21,Privé non lucratif,,Le bois tissandeau,85500,85,85,VENDEE,LES HERBIERS,02 51 64 78 00,accueil@handiespoir.fr,Association Handi Espoir,http://www.lesherbiers.fr
91863,EHPAA AGORA,8,Public,,Rue Édouard Marchand MONTAIGU,85600,85,85,VENDEE,MONTAIGU,02 51 31 52 60,agora@terresdemontaigu.fr,CIAS TERRES DE MONTAIGU,
91858,EHPAA ESSARTS EN BOCAGE,17,Public,,Place de l'Eglise (Boulogne),85140,85,85,VENDEE,LES ESSARTS,02 51 62 81 04,,CCAS D'ESSARTS EN BOCAGE,
91855,EHPAA LA CAP LINE,11,Public,,17 Place de la Mairie,85300,85,85,VENDEE,LE PERRIER,    ,,CCAS,
91856,EHPAA LA CLE DE SOL,1,Privé commercial,,Rue Simonne de Lattre,85390,85,85,VENDEE,MOUILLERON EN PAREDS,    ,,LA CLE DE SOL,
91860,EHPAA LA MAISONNEE,8,Public,,9 Rue de l'Abbé Grelier LA GUYONNIERE,85600,85,85,VENDEE,MONTAIGU,02 51 41 01 23,lamaisonnee@terresdemontaigu.fr,CIAS TERRES DE MONTAIGU,
91853,EHPAA LA MOULINOTTE,5,Public,,15 Rue du Peu,85240,85,85,VENDEE,ST HILAIRE DES LOGES,    ,,CIAS VENDEE AUTISE,
91861,EHPAA LA PEUPLERAIE,8,Public,,1 Rue du Douet ST HILAIRE DE LOULAY SAINT-HILA,85600,85,85,VENDEE,MONTAIGU,02 51 46 30 22,lapeupleraie@terresdemontaigu.fr,CIAS TERRES DE MONTAIGU,
91862,EHPAA LE CLOS DU GRENOUILLER,8,Public,,Le Verger Bouffere (Boufféré) BOUFFERE BOUFFERE,85600,85,85,VENDEE,MONTAIGU,02 51 09 54 70,leclosdugrenouiller@terresdemontaigu.fr,CIAS TERRES DE MONTAIGU,
91864,EHPAA LE VAL DES MAINES,8,Public,,Rue du Gué des Joncs ST GEORGES DE MONTAIGU SAINT-GE,85600,85,85,VENDEE,MONTAIGU,02 51 42 08 42,levaldesmaines@terresdemontaigu.fr,CIAS TERRES DE MONTAIGU,
91865,EHPAA ROCHESERVIERE,10,Public,,Rue de l'Arbraseve,85620,85,85,VENDEE,ROCHESERVIERE,02 51 94 90 44,residence.arbraseve@cias-canton-rocheserviere.fr,CIAS TERRES DE MONTAIGU,
91854,EHPAA UNION CHRETIENNE,4,Privé non lucratif,,7 Rue Cavoleau,85200,85,85,VENDEE,FONTENAY LE COMTE,    ,,ASSOCIATION MARIE BRISSON,
91859,EHPAA VENANSAULT,10,Public,,46 Rue Pierre Nicolas Loue,85190,85,85,VENDEE,VENANSAULT,02 51 48 12 24,levalfleurivenansault@wanadoo.fr,CCAS,
13270,EHPAD André Boutelier,96,Public,1643.1,34 rue du Docteur-Boutelier,85000,85,85,VENDEE,LA ROCHE SUR YON,02 51 37 30 63,laurent.bourasseau@larochesuryon.fr,CCAS de la Roche Sur Yon,
13373,EHPAD Aquarelle,110,Public,1936.5,4 allée Henry-Simon,85300,85,85,VENDEE,CHALLANS,02 51 49 52 80,direction@ch-lvo.fr,Centre Hospitalier Loire Vendee Ocean,http://www.ch-lvo.fr/Espace-usagers/Presentation-des-EHPAD-et-du-service-de-maintien-a-domicile/EHPAD-de-Challans-Residence-Aquarelle
13254,EHPAD BEAUSEJOUR,76,Public,1631.1,9 Rue Beauséjour,85540,85,85,VENDEE,LE CHAMP ST PERE,02 51 40 93 26,direction@ehpad-beausejour.fr,Centre communal d'action sociale (CCAS),
13259,EHPAD Bellevue,89,Public,1661.7,46 rue Salomon-Raitig,85570,85,85,VENDEE,L HERMENAULT,02 51 00 13 43,secretariat.bellevue@wanadoo.fr,CCAS l'Hermenault,
13256,EHPAD Bon accueil,72,Public,1848.6,10 rue de la chapelle BP 04,85120,85,85,VENDEE,LA CHATAIGNERAIE,02 51 69 61 01,ehpad.ba.chataigneraie@orange.fr,CCAS de la Chataigneraie,
13400,EHPAD CHD Vendée Site de Montaigu,110,Public,1837.8000000000002,54 rue Saint-Jacques BP 259,85600,85,85,VENDEE,MONTAIGU,02 51 45 40 19,direction.montaigu@chd-vendee.fr,CHD la Roche Sur Yon Lucon Montaigu,
13303,EHPAD Calypso,37,Public,1745.1,36 Rue Calypso,85350,85,85,VENDEE,L ILE D YEU,02 51 58 77 47,nathalie-semelin.mairie@ile-yeu.fr,CCAS de l'Ile d'Yeu,
13364,EHPAD Centre hospitalier Georges Mazurelle,25,Public,2000.1000000000001,Rue d'Aubigny,85000,85,85,VENDEE,LA ROCHE SUR YON,02 51 09 72 72,direction@ch-mazurelle.fr,Centre Hospitalier Georges Mazurelle,
13378,EHPAD Centre hospitalier de Fontenay le Comte,289,Public,1706.1,40 rue Rabelais BP 39,85200,85,85,VENDEE,FONTENAY LE COMTE,02 51 53 51 53,secretariat.direction@chfontenaylecomte.fr,Centre Hospitalier Fontenay le Comte,http://www.chfontenaylecomte.fr/l-ehpad/presentation/
13282,EHPAD Durand Robin,79,Public,1697.7,104 rue nationale BP 25,85280,85,85,VENDEE,LA FERRIERE,02 51 98 41 99,secretariat@ehpad-laferriere.fr,Centre Communal d'Action Sociale – CCAS,
13382,EHPAD Ernest Guerin,159,Public,1944.6,Chemin des Plumets BP 707,85160,85,85,VENDEE,ST JEAN DE MONTS,02 51 59 96 96,accueil@ehpad-saintjean.com,EHPAD Ernest Guerin,http://www.ehpad-saintjean.com/
13379,EHPAD Henry Renaud,218,Public,1753.2,41 Rue Henry Renaud BP 159,85400,85,85,VENDEE,LUCON,02 51 28 33 72,direction.lucon@chd-vendee.fr,CHD La Roche sur Yon Lucon Montaigu,
13365,EHPAD Hôpital Dumonté,0,Public,,17 impasse du Puits-Raymond,85350,85,85,VENDEE,L ILE D YEU,02 51 26 08 00,hopitallocal.iledyeu@wanadoo.fr,Hopital Local Dumonte Ile d'Yeu,
13338,EHPAD Korian Le Richelieu,73,Privé commercial,3302.1,96 Boulevard des Belges,85000,85,85,VENDEE,LA ROCHE SUR YON,02 51 24 24 00,,Groupe Korian,https://www.korian.fr/maison-retraite/ehpad-korian-le-richelieu-la-roche-sur-yon-85000/
13410,EHPAD L Chimotaie,83,Privé non lucratif,2118.6000000000004,CS 10014,85610,85,85,VENDEE,CUGAND,02 51 45 66 00,chimotaie@mgen.fr,MGEN Action Sanitaire et Sociale,https://www.mgen.fr/etablissements/etablissements-dhebergement-pour-personnes-agees-dependantes/cugand-85/
13269,EHPAD L'Arbrasève,74,Public,1857.0000000000002,Rue de l'Arbrasève,85620,85,85,VENDEE,ROCHESERVIERE,02 51 94 90 44,accueil.arbraseve@cias-canton-rocheserviere.fr,CIAS Terres de Montaigu,https://www.terresdemontaigu.fr/fiche-annuaire/residence-larbraseve/
13416,EHPAD L'Orée du Bocage,63,Public,1749.3,Allée des Anciens Combattants BELLEVILLE SUR VIE,85170,85,85,VENDEE,BELLEVILLE SUR VIE,02 51 41 24 25,oree-du-bocage@wanadoo.fr,CCAS,
13258,EHPAD La  Fontaine du Jeu,272,Public,1833.8999999999999,8 Rue Saint Etienne,85500,85,85,VENDEE,LES HERBIERS,02 51 91 78 78,residence-alaclairefontaine@ccas.lesherbiers.fr,CCAS des Herbiers,
13412,EHPAD La Berthomière,59,Privé commercial,1757.6999999999998,Boulevard du 8 mai 1945,85560,85,85,VENDEE,LONGEVILLE SUR MER,02 51 33 34 28,accueil.berthomiere@orange.fr,SARL la berthomière,
13322,EHPAD La Bienvenue,26,Public,1710.6000000000001,22 Rue du Vieux Bourg,85170,85,85,VENDEE,DOMPIERRE SUR YON,02 51 48 08 19,ehpadbienvenue@dompierre-sur-yon.fr,CCAS de Dompierre Sur Yon,
13312,EHPAD La Cap'Line,47,Public,1863.6,17 Place de la Mairie,85300,85,85,VENDEE,LE PERRIER,02 51 93 83 94,accueil@residence-capline.com,CCAS,http://www.residence-capline.com
13432,EHPAD La Charmille,65,Public,1491.3,6 rue du Commandant Grelet,85510,85,85,VENDEE,LE BOUPERE,02 51 67 57 26,contact@ehpadlacharmille.com,CCAS,http://www.leboupere.fr/maison-de-retraite-la-charmille/
13351,EHPAD La Clergerie,80,Public,1724.6999999999998,8 Rue de la Clergerie,85220,85,85,VENDEE,COEX,02 51 54 15 97,fl.clergerie@orange.fr,CCAS,
13273,EHPAD La Forêt,80,Public,1941.6,Avenue de la Forêt BP 703,85160,85,85,VENDEE,ST JEAN DE MONTS,02 51 58 03 82,accueil.ehpadlaforet@orange.fr,CCAS de St Jean de Monts,
13315,EHPAD La Maison du Sacré-Coeur ,81,Privé non lucratif,2031,Rue des Vignes BP 8,85250,85,85,VENDEE,CHAVAGNES EN PAILLERS,02 51 42 30 72,direction@lesursulines.fr,Association Charlotte Gabrielle Ranfray,
13311,EHPAD La Pibole,0,Public,,Chemin du Querruy,85550,85,85,VENDEE,LA BARRE DE MONTS,02 51 93 86 65,cbriton@lesmathurins.com,EHPAD de Beauvoir/Mer,
13420,EHPAD La Pierre-Rose,70,Public,1711.8000000000002,19 rue de la Tour,85120,85,85,VENDEE,ST PIERRE DU CHEMIN,02 51 53 63 63,residence.pierre.rose@wanadoo.fr,CIAS Pays de la Chataigneraie,
13242,EHPAD La Reynerie,119,Public,2126.6999999999998,Rue du Pays-de-Retz,85230,85,85,VENDEE,BOUIN,02 51 68 74 08,direction@hl-bouin.fr,EHPAD la Reynerie,
13289,EHPAD La Résidence Fleurie,57,Public,1629,9 rue Louise-Michel,85370,85,85,VENDEE,NALLIERS,02 51 30 70 19,contact@residence-fleurie.fr,CCAS de Nalliers,
13328,EHPAD La Sagesse,168,Privé non lucratif,2093.7000000000003,1 route de Roger BP 51,85290,85,85,VENDEE,ST LAURENT SUR SEVRE,02 51 64 38 09,accueil@ehpadsagesse85.fr,Association Marie Louise Trichet,
13290,EHPAD La Sainte-Famille,67,Privé non lucratif,1915.8,18 rue de l'Église,85400,85,85,VENDEE,STE GEMME LA PLAINE,02 51 27 03 14,saintefamille2@wanadoo.fr,Association la Ste Famille,
13272,EHPAD La Smagne,81,Public,1798.8,71 route de la Rochelle,85210,85,85,VENDEE,STE HERMINE,02 51 27 37 32,fpa-la-smagne@wanadoo.fr,CIAS du Pays de Ste Hermine,
13426,EHPAD La Source,57,Public,1922.9999999999998,Rue des Cormiers BP 1,85190,85,85,VENDEE,BEAULIEU SOUS LA ROCHE,02 51 98 22 42,residencelasource@orange.fr,CCAS de Beaulieu Sous la Roche,
13316,EHPAD La Vigne aux Roses,80,Public,1711.2,32 Rue Gabriel Charlopeau,85000,85,85,VENDEE,LA ROCHE SUR YON,02 51 37 64 32,rosemary.cousseau@larochesuryon.fr,Centre communal d'action sociale (CCAS),
13431,EHPAD Le Bocage,76,Privé commercial,1880.1000000000001,Rue des Plantes,85120,85,85,VENDEE,ANTIGNY,02 51 51 60 60,bocage.luc@wanadoo.fr,Societe Residence le Bocage,
13302,EHPAD Le Bourgenay,70,Privé commercial,3491.7,1 rue du Chenal,85100,85,85,VENDEE,LES SABLES D OLONNE,02 51 96 88 89,jeanne-marie.murs@korian.fr,EHPAD Korian Bourgenay,http://www.korian.fr/maison-retraite/ehpad-korian-le-bourgenay-les-sables-d-olonne-85100/
13427,EHPAD Le Chêne Vert,48,Public,1626.2999999999997,Rue du Chêne Vert,85450,85,85,VENDEE,PUYRAVAULT,02 51 28 63 29,secretariat@ehpadlechenevert.fr,CCAS de Puyravault,
13288,EHPAD Le Cèdre,23,Public,1603.8,9 rue de la Poste,85420,85,85,VENDEE,MAILLE,02 51 87 00 63,ehpadmaille@orange.fr,CCAS de Maille,
13274,EHPAD Le Havre du Payré,88,Public,1746.2999999999997,11 Rue du Moulin de la Cour,85440,85,85,VENDEE,TALMONT ST HILAIRE,02 51 90 60 54,accueil@lehavredupayre.fr,CCAS Talmont St Hilaire,
13436,EHPAD Le Home du Verger,30,Privé commercial,3142.8,Rue Georges Thebault,85220,85,85,VENDEE,APREMONT,02 51 54 89 57,,Groupe Korian,https://www.korian.fr/maison-retraite/ehpad-korian-le-home-du-verger-apremont-85220/
13361,EHPAD Le Logis des Olonnes,95,Privé commercial,3795.9,100 rue des Plesses Le Château d'Olonne,85100,85,85,VENDEE,LES SABLES D OLONNE,02 51 20 11 11,lelogisdesolonnes@emera.fr,Le Logis des Olonnes,
13277,EHPAD Le Marais Résidence Julie Boeuf,50,Public,1632.3,12 impasse Julie Boeuf,85420,85,85,VENDEE,MAILLEZAIS,02 51 00 74 69,direction@ehpadmaillezais.fr,CIAS Vendée Autise,
13354,EHPAD Le Moulin Rouge,80,Public,1865.6999999999998,11 rue Proudhon,85000,85,85,VENDEE,LA ROCHE SUR YON,02 51 37 34 44,vincent.fendeleur@larochesuryon.fr,CCAS de la Roche Sur Yon,
13443,EHPAD Le Parc de l'Auzance,46,Public,1729.2,4 rue des Douves,85150,85,85,VENDEE,VAIRE,02 51 33 74 74,ehpad.vaire@orange.fr,Centre communal d'action sociale (CCAS),
13240,EHPAD Le Repos,25,Public,1828.5,20 rue du 8 mai 1945 Montaigu-Vendée,85600,85,85,VENDEE,MONTAIGU,02 51 94 02 09,lerepos@terresdemontaigu.fr,CIAS Terres de Montaigu,https://www.terresdemontaigu.fr/?s=ehpad
13355,EHPAD Le Septier d'Or,72,Public,1776.9,12 Rue de la Sainte Famille BP 2,85600,85,85,VENDEE,TREIZE SEPTIERS,02 51 41 52 10,contact@leseptierdor.fr,CCAS,http://www.leseptierdor.com/
13422,EHPAD Le Val Fleuri,66,Public,1632.3000000000002,46 Rue Pierre Nicolas Loue BP 16,85190,85,85,VENDEE,VENANSAULT,02 51 48 12 24,levalfleurivenansault@wanadoo.fr,CCAS,
74781,EHPAD Le clos du grenouiller,22,Public,1818.9,20 rue des Lavandières Montaigu-Vendée,85600,85,85,VENDEE,BOUFFERE,02 51 09 54 70,leclosdugrenouiller@terresdemontaigu.fr,CIAS Terres de Montaigu,http://www.terresdemontaigu.fr/terres.php?categorie_id=45
13263,EHPAD Les Ardillers,85,Public,1639.8,9 rue du Sief-du-bois,85320,85,85,VENDEE,MAREUIL SUR LAY DISSAIS,02 51 30 50 92,ehpad.ardillers@orange.fr,CCAS Mareuil Sur Lay Dissais,
